building_id,damage_numeric,predicted_severity
286001000921,4.0,3.45045200956577
286002000011,4.0,3.5781337654672707
286002000101,4.0,3.6052882015530447
286002000111,5.0,4.987913556129212
286002000131,4.0,3.45045200956577
286002000161,3.0,3.4335662869212613
286002000201,5.0,4.987913556129212
286002000251,5.0,4.987913556129212
286002000291,5.0,4.987913556129212
286002000361,4.0,3.561053268671486
286002000461,5.0,4.95996818476215
286002000511,5.0,4.987913556129212
286002000591,4.0,3.438557416676664
286002000651,4.0,3.4586209874325675
286002000681,4.0,3.4586209874325675
286002000721,4.0,3.4586209874325675
286002000731,4.0,3.45045200956577
286002000832,4.0,3.6207535250195026
286002000871,5.0,4.987913556129212
286002000891,4.0,3.5340902306050337
286002000901,4.0,3.6207535250195026
286002000911,4.0,3.5819814113990924
286002000971,5.0,4.987913556129212
286002000991,5.0,4.987913556129212
286002001011,4.0,3.561053268671486
286002001052,5.0,4.987913556129212
286002001091,4.0,3.4586209874325675
286002001121,4.0,3.4358338993202175
286003000061,5.0,4.987913556129212
286003000171,5.0,4.987913556129212
286003000181,4.0,3.4586209874325675
286003000221,5.0,3.4586209874325675
286003000261,5.0,4.987913556129212
286003000301,4.0,3.45045200956577
286003000321,4.0,3.4358338993202175
286003000331,5.0,4.987913556129212
286003000371,5.0,4.987913556129212
286003000421,4.0,3.4358338993202175
286003000451,4.0,3.2948405546124295
286003000511,5.0,4.987913556129212
286003000551,4.0,3.2911149395901207
286003000611,4.0,3.4467263945434614
286003000661,5.0,4.987913556129212
286003000681,4.0,3.4444209408994584
286003000691,4.0,3.4444209408994584
286003000721,5.0,4.987913556129212
286003000761,5.0,4.987913556129212
286003000771,5.0,4.987913556129212
286003000772,4.0,3.4358338993202175
286003000791,4.0,3.4586209874325675
286003000792,5.0,4.987913556129212
286003000861,5.0,4.987913556129212
286003000921,5.0,4.987913556129212
286004000012,5.0,4.987913556129212
286004000221,3.0,3.4335662869212613
286004000232,4.0,3.4553134361227023
286004000331,4.0,3.4586209874325675
286004000511,4.0,3.4335662869212613
286004000561,4.0,3.599061908194876
286004000571,5.0,4.987913556129212
286004000591,4.0,3.4467263945434614
286004000621,5.0,4.987913556129212
286004000671,5.0,4.987913556129212
286004000681,4.0,3.4586209874325675
286004000711,5.0,4.95996818476215
